idade,imc,filhos,genero,regiao,fumante,encargos
49,28.92,1,masculino,Leste,não,1821.47
57,32.34,2,masculino,Oeste,sim,3910.22
29,20.75,1,feminino,Leste,sim,3606.74
32,31.27,3,masculino,Norte,não,2238.9
50,38.73,0,feminino,Norte,sim,3226.39
19,21.99,4,masculino,Sul,não,1698.7
19,33.1,4,masculino,Oeste,sim,4013.63
54,27.07,1,masculino,Sul,sim,3901.07
43,27.33,0,feminino,Sul,sim,3410.78
30,28.38,1,feminino,Norte,não,1855.6
26,36.15,4,masculino,Norte,sim,4818.05
30,24.25,0,masculino,Sul,não,1160.48
42,34.78,1,masculino,Leste,não,1561.53
37,32.09,4,feminino,Sul,não,2546.57
21,30.85,1,masculino,Norte,não,1007.46
28,32.17,2,masculino,Norte,não,3035.22
25,27.89,3,feminino,Sul,sim,3300.89
46,33.21,2,masculino,Leste,não,2557.33
32,20.64,0,masculino,Sul,sim,2883.91
26,27.05,2,feminino,Norte,sim,3395.01
64,33.78,4,masculino,Leste,não,2483.34
53,34.11,4,feminino,Sul,não,2103.71
53,38.38,1,masculino,Oeste,não,1376.61
35,25.03,2,feminino,Oeste,sim,3185.24
41,34.28,0,masculino,Sul,sim,3168.48
30,29.19,3,feminino,Leste,sim,3297.27
63,22.34,2,masculino,Oeste,sim,4487.24
25,30.0,0,feminino,Norte,não,1526.21
64,34.53,2,feminino,Sul,não,2933.92
57,35.71,2,masculino,Leste,não,1216.31
48,35.23,1,feminino,Oeste,sim,3527.68
37,32.01,4,masculino,Leste,sim,5021.62
60,27.63,3,masculino,Sul,não,2100.62
63,33.59,3,feminino,Leste,não,2077.37
19,33.45,2,masculino,Oeste,sim,4032.2
61,24.58,1,feminino,Norte,não,2291.68
36,29.19,2,feminino,Norte,não,1352.85
32,28.94,2,masculino,Sul,sim,4405.2
43,31.48,0,feminino,Leste,sim,3158.06
55,34.05,1,masculino,Sul,sim,3904.96
26,33.04,0,masculino,Leste,não,1949.79
52,25.01,2,feminino,Oeste,sim,4040.14
44,32.48,3,feminino,Leste,não,2968.46
29,24.36,2,feminino,Sul,não,1927.2
62,33.53,3,feminino,Sul,não,2579.43
29,25.32,0,feminino,Sul,sim,3018.09
58,29.97,2,feminino,Sul,não,2461.48
54,31.9,2,masculino,Norte,não,1026.04
30,36.22,0,masculino,Sul,sim,3886.5
35,28.03,3,masculino,Leste,sim,3486.89
49,30.48,0,feminino,Sul,sim,3185.99
28,32.07,2,feminino,Norte,não,1109.54
28,26.41,1,feminino,Norte,sim,2917.93
29,19.21,2,feminino,Leste,sim,4163.93
47,31.12,0,masculino,Sul,sim,3383.19
52,38.03,2,feminino,Leste,não,2342.34
28,31.17,3,masculino,Leste,sim,4197.83
30,34.17,3,masculino,Sul,sim,4833.11
57,41.99,2,feminino,Leste,sim,4932.28
28,26.04,1,feminino,Leste,não,2014.73
20,23.08,0,masculino,Oeste,não,475.81
29,36.02,0,feminino,Sul,sim,2765.75
64,22.72,1,masculino,Leste,sim,3649.58
59,35.92,0,feminino,Norte,sim,3108.49
45,29.34,4,masculino,Norte,não,1608.03
21,30.97,0,feminino,Oeste,não,817.94
34,34.06,1,feminino,Leste,sim,3743.43
18,25.66,4,masculino,Leste,não,1853.13
31,30.41,1,masculino,Leste,sim,4086.97
56,37.66,0,feminino,Leste,não,1007.93
22,24.42,0,feminino,Sul,não,1100.39
21,36.26,4,masculino,Oeste,sim,4709.36
37,33.3,3,masculino,Norte,não,2740.25
35,23.77,1,feminino,Leste,não,1498.45
34,34.91,2,feminino,Norte,não,1322.43
25,30.31,1,masculino,Norte,não,1397.19
42,25.05,4,feminino,Norte,sim,4393.76
29,29.85,1,masculino,Norte,sim,4179.1
40,27.26,3,masculino,Sul,sim,4232.1
45,36.13,1,masculino,Leste,sim,3483.35
20,31.32,1,feminino,Oeste,sim,3390.6
26,21.83,1,feminino,Sul,não,2323.06
26,27.87,2,feminino,Norte,sim,3256.23
43,30.54,3,feminino,Oeste,sim,3699.83
56,22.61,4,masculino,Norte,sim,4806.87
51,33.17,3,masculino,Norte,sim,4459.6
42,30.09,1,masculino,Leste,não,1654.28
39,32.66,4,masculino,Norte,não,2661.15
22,28.38,3,masculino,Sul,não,1292.7
49,37.43,3,masculino,Norte,sim,4087.71
29,29.07,2,masculino,Sul,sim,3513.58
55,30.02,2,feminino,Sul,não,2148.03
25,33.32,3,masculino,Oeste,não,2227.62
40,29.06,4,feminino,Sul,sim,4431.4
60,38.14,1,feminino,Oeste,não,2108.75
49,23.57,1,masculino,Leste,não,1927.61
27,33.77,2,feminino,Norte,sim,3515.4
36,31.96,1,feminino,Norte,não,1898.27
41,28.16,4,masculino,Oeste,não,2787.38
37,28.74,0,masculino,Sul,sim,3173.98
43,33.55,2,feminino,Oeste,não,2123.09
23,30.07,1,feminino,Leste,não,1376.67
43,28.39,3,masculino,Leste,sim,3319.5
63,32.11,0,masculino,Sul,sim,3882.86
42,29.34,4,masculino,Leste,sim,3477.62
62,32.97,4,masculino,Leste,sim,4973.37
44,35.67,2,feminino,Oeste,sim,4515.2
61,18.55,0,masculino,Sul,não,550.39
50,34.4,1,feminino,Norte,não,1756.07
48,31.12,2,masculino,Oeste,sim,4062.0
32,25.97,0,masculino,Norte,sim,2493.1
25,28.03,4,feminino,Oeste,não,2009.29
50,25.58,3,masculino,Sul,não,2049.66
19,29.71,4,masculino,Leste,não,1769.79
63,30.5,3,feminino,Oeste,não,2432.31
61,36.08,2,masculino,Leste,sim,4693.81
44,27.61,0,masculino,Oeste,não,1561.14
33,28.25,2,masculino,Sul,sim,3706.64
22,37.43,2,masculino,Leste,não,1846.46
28,32.69,1,masculino,Norte,sim,3760.17
39,36.58,4,feminino,Sul,não,3117.44
57,27.35,4,feminino,Norte,sim,5325.97
60,28.26,3,masculino,Sul,não,2829.06
61,30.68,0,feminino,Sul,sim,3371.26
48,32.82,2,masculino,Sul,não,3101.49
40,38.3,3,feminino,Leste,sim,4521.25
18,32.54,1,masculino,Norte,não,1099.23
35,24.97,1,masculino,Sul,sim,3338.98
30,28.12,1,masculino,Oeste,não,772.41
45,32.28,4,feminino,Leste,sim,4084.24
61,33.26,1,feminino,Sul,sim,4051.86
40,23.33,0,masculino,Norte,sim,3459.83
49,24.67,2,feminino,Norte,sim,4497.13
52,36.13,1,masculino,Leste,não,1735.88
52,30.89,2,masculino,Norte,sim,3438.43
60,27.8,3,masculino,Leste,sim,3832.81
22,27.59,4,feminino,Norte,sim,4151.72
54,31.53,1,feminino,Oeste,não,2311.71
37,38.55,0,masculino,Oeste,sim,3862.96
62,24.36,1,feminino,Norte,não,2302.41
35,25.64,1,masculino,Sul,não,1875.93
24,27.05,3,feminino,Leste,não,1290.03
24,23.27,0,feminino,Oeste,não,865.96
27,25.5,1,masculino,Norte,sim,4294.15
46,30.44,0,masculino,Norte,sim,3267.24
31,36.1,4,masculino,Oeste,não,2091.52
27,28.52,0,masculino,Oeste,não,1195.18
39,25.18,3,masculino,Norte,não,2050.37
20,33.9,0,feminino,Oeste,sim,4071.06
27,31.69,0,masculino,Sul,sim,2731.68
64,34.16,4,masculino,Leste,não,2759.84
54,29.61,4,feminino,Leste,sim,5204.42
46,31.18,2,masculino,Norte,sim,4176.28
18,32.24,0,feminino,Sul,não,812.89
28,26.87,1,feminino,Norte,sim,3427.68
31,27.47,4,feminino,Leste,não,2496.5
61,40.45,4,masculino,Leste,sim,5446.09
20,27.18,3,masculino,Sul,sim,3991.11
55,23.73,0,masculino,Norte,sim,3198.47
25,40.08,0,masculino,Oeste,sim,3512.51
41,24.62,0,masculino,Norte,não,893.82
48,24.14,3,feminino,Leste,sim,4403.84
35,28.41,1,masculino,Oeste,não,1206.05
21,39.96,1,masculino,Sul,sim,2908.9
52,26.68,1,feminino,Norte,não,1994.51
34,29.97,2,feminino,Oeste,sim,3461.15
36,30.73,3,feminino,Norte,não,2370.69
60,39.54,3,feminino,Sul,não,2679.17
36,31.04,2,feminino,Oeste,não,2474.1
46,37.1,0,masculino,Norte,não,1148.74
53,27.13,1,feminino,Oeste,não,1799.23
44,28.15,4,feminino,Oeste,não,2911.16
57,33.09,1,feminino,Oeste,sim,3429.82
60,30.08,3,masculino,Oeste,não,3272.72
64,31.89,2,masculino,Leste,não,3518.58
23,23.91,2,feminino,Sul,sim,3233.65
46,21.8,3,feminino,Oeste,sim,4159.51
61,32.8,3,feminino,Sul,não,2325.69
37,33.2,2,masculino,Oeste,sim,4508.6
28,34.84,3,feminino,Norte,sim,3670.13
28,41.76,1,masculino,Leste,não,2190.68
27,31.04,2,masculino,Oeste,sim,4220.42
45,31.79,2,feminino,Sul,sim,3656.95
53,30.57,4,masculino,Oeste,não,2474.68
29,31.17,1,masculino,Sul,sim,3879.53
50,22.98,1,feminino,Sul,não,1457.68
56,32.51,0,feminino,Norte,sim,2413.88
49,28.12,4,feminino,Sul,não,1958.12
40,33.55,3,masculino,Norte,não,1747.18
45,27.18,2,masculino,Norte,sim,4162.75
39,27.08,4,feminino,Sul,não,2990.88
51,33.74,0,feminino,Norte,não,1296.68
62,32.12,0,masculino,Sul,sim,3272.14
59,37.52,1,feminino,Oeste,sim,5136.64
61,27.89,2,masculino,Oeste,sim,4661.59
53,28.53,0,feminino,Leste,sim,4628.54
59,23.83,3,feminino,Leste,não,2057.5
41,28.96,1,feminino,Sul,não,1577.29
58,27.65,4,masculino,Norte,não,2676.31
41,34.52,2,masculino,Leste,sim,3973.35
26,32.47,1,masculino,Oeste,não,635.48
59,26.19,4,masculino,Oeste,sim,5740.48
63,33.95,0,feminino,Leste,sim,3376.42
33,24.52,0,feminino,Leste,sim,3165.86
54,21.87,1,feminino,Leste,não,1658.86
19,22.62,0,masculino,Oeste,não,1421.0
48,34.27,1,masculino,Leste,sim,4372.52
55,35.65,3,masculino,Norte,não,1581.82
60,36.15,0,masculino,Norte,não,1619.54
18,18.32,2,masculino,Leste,sim,2950.04
37,39.07,0,feminino,Oeste,não,1294.64
24,26.65,2,masculino,Leste,não,1307.66
47,25.16,1,masculino,Leste,não,1907.98
21,34.91,2,masculino,Leste,não,2111.38
49,30.34,0,masculino,Oeste,não,2035.18
47,35.96,4,masculino,Norte,não,2169.88
34,38.04,1,masculino,Oeste,sim,3355.85
21,29.93,2,masculino,Sul,sim,3344.26
44,18.83,0,feminino,Sul,não,347.47
24,36.67,0,feminino,Sul,não,-232.49
59,36.94,3,feminino,Leste,não,2300.45
55,20.98,3,feminino,Norte,não,2139.65
29,36.25,4,masculino,Sul,sim,5242.54
35,27.5,1,feminino,Norte,não,1192.82
61,26.64,3,masculino,Sul,sim,4175.43
21,25.7,4,feminino,Sul,sim,4044.22
38,20.68,2,masculino,Norte,não,2183.82
45,31.77,1,masculino,Sul,não,711.15
46,31.46,1,feminino,Leste,sim,3560.94
32,39.16,3,feminino,Norte,sim,4859.7
32,30.87,1,masculino,Norte,não,1512.21
34,28.6,4,masculino,Leste,sim,3820.08
53,38.11,1,feminino,Leste,sim,4470.29
56,27.88,0,masculino,Leste,sim,3161.31
61,32.5,4,masculino,Norte,não,2094.73
45,36.56,4,masculino,Leste,não,2717.52
56,27.13,1,masculino,Sul,não,2155.68
41,27.91,1,masculino,Leste,não,2097.41
38,25.41,3,masculino,Norte,não,1717.1
41,34.18,0,masculino,Sul,não,930.82
52,34.34,3,masculino,Norte,não,2438.24
50,23.33,1,masculino,Norte,sim,3222.68
19,30.09,0,feminino,Oeste,não,1387.29
40,31.66,2,masculino,Sul,sim,3121.62
39,28.81,3,masculino,Leste,não,758.87
22,29.59,1,masculino,Sul,sim,3510.12
63,32.76,4,masculino,Norte,sim,4897.2
58,34.98,4,feminino,Leste,sim,4061.51
57,27.11,1,feminino,Norte,não,2112.41
42,31.89,2,masculino,Norte,não,2395.74
40,25.0,2,feminino,Sul,não,2218.07
35,31.41,0,feminino,Leste,não,1087.18
44,31.41,4,masculino,Oeste,não,2110.4
26,27.65,2,masculino,Leste,sim,3607.29
23,31.1,3,feminino,Sul,não,1439.47
51,36.93,2,masculino,Oeste,não,1619.32
40,32.09,3,feminino,Sul,não,3095.9
36,26.99,4,masculino,Leste,não,1774.14
28,30.98,3,masculino,Leste,não,2072.5
47,25.43,1,masculino,Norte,não,1014.77
29,34.55,3,feminino,Norte,não,2544.63
48,34.99,1,feminino,Sul,sim,2782.74
25,29.79,2,feminino,Norte,não,98.96
48,34.65,1,feminino,Oeste,sim,3910.06
60,29.97,4,masculino,Norte,não,1765.62
39,24.3,4,feminino,Leste,sim,3888.69
25,39.32,3,masculino,Leste,não,2291.1
43,29.86,4,masculino,Norte,não,2183.24
62,25.99,0,masculino,Oeste,sim,1519.28
37,25.54,3,feminino,Leste,sim,3926.02
43,35.46,0,masculino,Norte,não,1871.49
63,18.1,4,feminino,Sul,sim,5086.7
60,31.49,2,masculino,Norte,sim,3993.39
21,32.91,2,feminino,Sul,sim,3719.72
38,30.04,4,feminino,Norte,sim,4506.57
37,30.22,2,masculino,Sul,não,2096.58
55,28.8,2,masculino,Norte,sim,4640.05
51,28.45,4,feminino,Norte,não,2447.73
62,37.66,4,feminino,Leste,não,2853.2
43,28.03,0,masculino,Oeste,não,845.98
25,34.07,1,masculino,Leste,não,2029.44
55,28.45,0,masculino,Norte,não,740.69
38,27.37,3,masculino,Sul,não,2162.55
52,26.92,3,masculino,Leste,sim,4724.6
34,23.88,2,masculino,Leste,sim,3332.32
63,32.87,3,feminino,Leste,sim,5523.13
58,27.33,2,masculino,Sul,sim,4115.08
57,21.17,4,masculino,Leste,sim,4779.5
51,32.33,1,feminino,Leste,não,1626.61
51,29.87,4,masculino,Oeste,sim,4674.15
19,38.91,4,masculino,Sul,não,1836.75
27,29.84,4,masculino,Norte,sim,4440.79
41,32.18,2,feminino,Oeste,não,2573.55
22,21.64,2,feminino,Sul,não,1666.36
42,25.53,1,feminino,Norte,sim,3877.28
24,30.13,4,masculino,Norte,sim,3965.6
51,34.27,1,masculino,Sul,não,1979.86
42,29.31,2,feminino,Norte,não,1641.95
28,21.91,4,feminino,Leste,sim,3878.24
47,37.23,1,masculino,Oeste,sim,4118.18
46,32.69,3,masculino,Leste,não,2837.78
42,31.92,4,masculino,Oeste,não,3060.34
21,26.36,3,feminino,Leste,sim,3264.19
36,34.73,3,feminino,Sul,sim,4893.32
39,34.89,0,feminino,Norte,sim,3433.48
24,27.68,4,masculino,Norte,sim,3138.11
38,31.06,1,feminino,Sul,não,2177.99
39,22.38,1,feminino,Leste,não,1195.28
45,36.61,1,masculino,Sul,não,1312.07
44,31.25,3,feminino,Leste,não,2265.25
43,28.13,4,masculino,Leste,sim,3903.95
18,25.31,0,feminino,Sul,sim,2076.7
64,28.36,2,feminino,Oeste,sim,4030.97
21,29.98,0,masculino,Oeste,não,680.17
55,31.44,1,feminino,Sul,sim,3365.33
25,29.16,0,feminino,Sul,não,1173.52
34,31.75,3,masculino,Oeste,sim,3483.73
29,29.24,1,feminino,Norte,sim,3426.53
29,36.0,0,masculino,Norte,sim,3237.87
62,20.1,0,feminino,Oeste,não,857.9
20,33.59,2,masculino,Leste,não,2366.58
23,32.59,1,feminino,Sul,não,1513.34
35,29.33,2,feminino,Oeste,sim,4698.0
32,27.87,1,masculino,Norte,não,2220.82
23,27.17,2,feminino,Sul,não,1013.48
32,22.05,0,feminino,Oeste,não,451.57
35,21.01,3,masculino,Norte,sim,3796.04
59,25.07,2,masculino,Norte,não,1933.73
64,28.21,1,feminino,Norte,não,2263.37
62,27.43,4,masculino,Oeste,sim,4330.92
48,36.27,4,feminino,Oeste,sim,5053.01
52,32.51,2,feminino,Sul,sim,4473.48
21,27.66,0,masculino,Oeste,sim,3413.03
18,33.08,2,feminino,Oeste,sim,3843.08
47,29.16,3,feminino,Leste,sim,4072.98
62,23.18,1,feminino,Leste,não,2150.2
62,18.76,4,masculino,Sul,sim,4836.13
62,28.31,1,masculino,Norte,não,1954.64
18,36.46,1,feminino,Norte,sim,3599.88
35,25.8,2,masculino,Sul,não,1778.59
47,28.58,0,feminino,Oeste,sim,3319.54
45,27.87,1,masculino,Sul,não,1789.39
52,21.68,0,feminino,Oeste,sim,2705.5
54,22.19,3,masculino,Sul,sim,5284.68
39,27.35,3,masculino,Sul,não,1663.41
48,29.68,0,feminino,Leste,sim,3288.54
55,32.06,2,feminino,Norte,não,1685.9
35,33.66,2,feminino,Sul,não,858.33
56,27.26,2,feminino,Leste,sim,3498.61
33,25.09,4,feminino,Sul,não,2387.95
19,33.25,3,feminino,Norte,não,1717.51
33,28.28,3,masculino,Sul,não,1283.21
59,27.11,1,feminino,Norte,sim,2659.95
40,32.78,0,feminino,Oeste,não,1199.6
63,30.53,4,masculino,Leste,não,3736.49
35,34.47,4,feminino,Oeste,não,2981.93
62,26.29,1,feminino,Leste,sim,3138.01
40,28.02,0,masculino,Sul,não,664.13
31,33.55,2,feminino,Leste,não,1275.34
20,27.5,1,masculino,Leste,não,1254.15
29,29.22,2,feminino,Norte,não,1752.07
27,21.02,2,masculino,Norte,não,2089.12
58,32.19,2,masculino,Sul,não,2156.65
22,36.84,2,feminino,Norte,não,1895.01
28,25.03,3,feminino,Oeste,sim,3041.6
24,35.64,1,feminino,Leste,sim,3046.52
62,32.18,4,masculino,Sul,não,2755.3
26,23.65,0,feminino,Oeste,não,124.64
26,30.74,3,masculino,Sul,não,2552.04
26,23.72,1,masculino,Norte,não,1143.42
62,31.64,2,feminino,Sul,sim,3896.34
55,35.57,3,feminino,Sul,sim,4271.73
36,23.19,0,feminino,Oeste,sim,2095.76
20,34.21,2,feminino,Sul,não,698.71
23,23.73,1,feminino,Sul,não,1663.46
47,22.17,3,masculino,Leste,não,1759.4
55,30.66,2,masculino,Norte,sim,4341.77
54,32.68,3,feminino,Leste,não,2863.63
60,29.19,2,feminino,Norte,não,1878.61
47,27.07,2,feminino,Leste,sim,4733.1
45,21.39,2,masculino,Oeste,não,548.99
35,35.52,3,masculino,Norte,não,2498.18
29,41.09,4,feminino,Oeste,não,3210.15
26,33.73,0,masculino,Sul,não,361.03
42,22.51,3,masculino,Norte,não,2797.19
21,29.68,1,masculino,Leste,sim,3689.51
29,28.63,0,feminino,Leste,não,2105.54
33,27.2,0,masculino,Oeste,sim,3366.98
21,21.17,2,masculino,Leste,sim,3588.86
54,31.54,1,masculino,Oeste,não,1896.18
57,34.04,3,masculino,Sul,sim,3979.02
39,28.92,2,feminino,Leste,não,1019.96
47,27.69,1,masculino,Norte,sim,3530.88
21,32.36,1,feminino,Oeste,sim,2943.68
29,32.06,0,feminino,Sul,sim,3065.38
33,35.48,1,feminino,Sul,sim,3867.47
63,28.42,4,feminino,Leste,sim,4386.78
44,26.27,1,masculino,Oeste,sim,3274.11
33,21.53,4,masculino,Sul,não,2544.58
51,26.2,2,masculino,Norte,não,3187.41
29,15.94,3,feminino,Leste,sim,2845.28
23,32.1,3,feminino,Leste,sim,3824.38
48,21.01,4,masculino,Oeste,não,1866.66
22,34.35,0,masculino,Sul,não,594.09
50,32.66,3,feminino,Oeste,sim,3728.96
55,37.47,1,masculino,Norte,não,1775.53
61,27.53,3,feminino,Oeste,não,2128.95
63,25.56,2,masculino,Leste,não,1725.03
47,38.78,1,feminino,Sul,não,2662.48
45,33.0,2,masculino,Sul,não,2076.18
57,33.04,3,masculino,Sul,não,2893.32
45,28.67,0,feminino,Oeste,não,950.53
47,24.52,1,masculino,Sul,não,597.33
26,28.57,2,feminino,Leste,não,1206.17
29,26.91,4,masculino,Sul,não,1850.74
51,27.05,2,feminino,Oeste,sim,3220.26
32,27.05,4,feminino,Oeste,sim,4079.83
56,23.25,4,masculino,Oeste,não,2714.86
29,41.44,0,masculino,Norte,não,2406.43
28,20.51,4,feminino,Oeste,não,1666.42
43,30.55,1,feminino,Oeste,sim,4045.85
50,33.42,3,masculino,Leste,sim,4281.66
58,29.09,2,masculino,Leste,não,1963.32
24,23.46,1,feminino,Sul,não,778.45
48,31.89,4,masculino,Oeste,sim,4588.35
40,24.32,1,masculino,Leste,sim,3725.61
29,39.38,1,masculino,Leste,sim,3210.67
53,35.94,0,masculino,Norte,sim,4053.37
38,29.36,4,feminino,Norte,sim,4534.47
22,28.66,1,masculino,Sul,sim,2978.19
22,33.14,2,masculino,Leste,não,1567.28
47,28.91,0,masculino,Oeste,sim,3458.79
45,36.16,1,masculino,Sul,sim,3119.42
37,32.17,2,feminino,Leste,não,1661.68
58,17.43,2,masculino,Oeste,não,1357.57
44,29.51,4,feminino,Oeste,não,2197.19
44,37.42,1,masculino,Sul,não,1680.61
27,29.58,4,masculino,Norte,não,1804.97
49,23.89,2,feminino,Oeste,sim,3489.22
48,32.02,1,feminino,Norte,sim,4310.86
35,28.89,4,masculino,Oeste,não,2776.65
25,25.54,4,feminino,Sul,sim,3821.41
53,24.61,3,feminino,Leste,sim,3884.81
27,34.14,0,masculino,Sul,não,1133.18
46,35.63,2,feminino,Sul,não,2635.79
25,19.91,2,masculino,Oeste,sim,3348.64
21,32.08,4,masculino,Sul,sim,4308.51
25,36.06,2,masculino,Norte,sim,3946.07
26,27.12,2,feminino,Sul,não,2230.13
55,26.45,1,feminino,Leste,sim,2628.1
23,28.83,3,masculino,Norte,sim,3188.18
51,18.43,1,masculino,Oeste,não,1000.5
46,28.41,1,masculino,Sul,não,1181.35
64,32.4,2,masculino,Oeste,não,2553.66
56,37.27,2,feminino,Sul,não,2111.43
26,24.69,2,feminino,Oeste,não,1143.58
19,26.74,1,feminino,Oeste,não,1167.56
20,31.11,1,feminino,Oeste,não,902.12
34,30.74,3,feminino,Norte,sim,4709.15
20,29.01,4,masculino,Sul,sim,3466.29
29,25.9,1,feminino,Norte,não,1504.07
49,29.63,2,feminino,Norte,sim,4034.81
28,31.72,1,masculino,Oeste,não,1653.1
38,36.83,0,masculino,Sul,sim,3566.54
54,23.63,1,feminino,Leste,não,1777.39
32,32.39,1,masculino,Oeste,não,1497.24
25,24.77,0,masculino,Sul,não,628.77
47,32.91,3,feminino,Leste,não,2049.44
23,32.0,1,masculino,Leste,não,1322.93
32,32.8,0,feminino,Norte,não,1485.76
64,30.62,0,feminino,Leste,sim,4459.1
33,25.62,0,feminino,Norte,não,1141.23
50,36.99,3,masculino,Sul,sim,4099.28
41,27.8,0,masculino,Leste,não,1633.13
45,27.03,4,masculino,Norte,não,2869.16
24,31.14,2,masculino,Oeste,sim,2642.82
27,25.73,4,masculino,Oeste,sim,3066.16
19,24.65,1,masculino,Leste,não,60.5
29,29.2,3,masculino,Sul,não,1583.98
41,25.96,3,feminino,Oeste,não,2047.7
24,28.01,3,feminino,Oeste,sim,3651.7
58,34.68,1,feminino,Norte,não,1496.96
54,34.61,0,feminino,Oeste,sim,4057.84
30,23.1,1,feminino,Norte,sim,3082.33
53,24.74,0,feminino,Sul,não,2302.28
23,27.94,0,masculino,Sul,sim,2777.86
30,36.85,4,feminino,Norte,não,1502.92
36,29.63,0,feminino,Sul,sim,2769.61
18,31.8,1,masculino,Norte,não,1455.74
19,35.35,0,feminino,Oeste,sim,3578.48
38,33.84,1,masculino,Sul,não,1561.8
31,26.3,3,masculino,Sul,não,1871.83
44,28.25,4,masculino,Sul,não,2670.37
61,23.75,0,masculino,Leste,não,1020.31
39,31.71,3,feminino,Sul,sim,4119.22
32,25.19,3,masculino,Leste,não,2414.67
31,23.36,1,feminino,Leste,sim,3643.82
58,23.75,3,masculino,Leste,sim,4518.38
21,32.86,3,masculino,Sul,não,2786.84
59,28.87,0,masculino,Oeste,sim,3328.28
35,33.6,2,masculino,Leste,não,1179.97
23,32.37,0,feminino,Norte,não,1582.42
44,45.81,2,feminino,Norte,sim,3923.45
45,34.2,3,feminino,Sul,sim,3565.15
61,41.02,2,masculino,Oeste,não,1753.13
63,37.86,3,feminino,Leste,não,2177.28
59,28.18,0,feminino,Norte,não,832.61
31,27.79,1,masculino,Oeste,não,190.6
63,28.18,2,feminino,Norte,sim,4620.91
35,27.96,4,masculino,Sul,sim,5272.82
40,24.52,1,masculino,Leste,não,1656.6
49,33.08,2,feminino,Norte,sim,3785.16
43,33.5,3,masculino,Sul,sim,4446.41
46,34.38,3,masculino,Oeste,sim,4775.74
31,24.86,3,feminino,Sul,sim,4426.45
25,36.7,3,feminino,Norte,sim,3984.07
44,36.55,3,feminino,Leste,sim,4354.8
35,38.38,0,feminino,Sul,sim,3973.74
22,34.43,2,masculino,Norte,não,1957.68
61,35.05,1,masculino,Sul,não,2643.07
48,34.16,2,feminino,Oeste,não,2190.77
46,25.0,2,masculino,Sul,não,1232.86
26,25.27,0,masculino,Norte,não,1803.31
45,22.26,0,feminino,Sul,não,522.74
24,35.0,3,masculino,Norte,não,2349.09
25,25.56,3,feminino,Sul,sim,4311.33
44,27.47,2,feminino,Sul,sim,3749.05
29,33.37,0,masculino,Norte,não,1177.08
55,39.39,1,feminino,Sul,sim,3437.61
47,30.64,2,feminino,Oeste,sim,3718.3
38,32.77,0,feminino,Norte,sim,2955.15
47,33.95,2,masculino,Leste,não,2109.42
46,31.48,0,feminino,Leste,não,1118.0
41,26.78,2,masculino,Norte,sim,3141.65
27,29.37,1,masculino,Leste,sim,3133.3
18,34.42,0,feminino,Norte,não,1097.76
56,24.51,4,masculino,Oeste,não,2540.1
37,35.07,3,masculino,Leste,sim,4225.09
25,21.95,0,feminino,Leste,não,1030.23
56,17.67,2,feminino,Sul,sim,2844.06
21,26.3,3,feminino,Norte,sim,2185.58
48,30.81,2,masculino,Leste,não,1565.98
55,35.86,0,masculino,Sul,não,1799.45
59,28.12,2,feminino,Sul,não,2864.05
23,38.91,0,feminino,Norte,sim,2689.26
34,26.99,0,masculino,Norte,não,1133.99
44,34.94,3,masculino,Norte,sim,3970.93
49,30.88,0,masculino,Leste,sim,3067.09
24,27.8,1,masculino,Oeste,não,1338.7
43,28.78,4,feminino,Oeste,não,1791.98
29,27.43,1,feminino,Sul,não,1696.17
35,35.65,0,masculino,Sul,não,1755.8
49,26.14,4,masculino,Norte,não,2754.53
49,33.06,2,masculino,Oeste,não,2877.42
38,26.62,2,feminino,Sul,não,782.01
44,23.82,1,masculino,Norte,sim,3604.14
57,32.54,3,masculino,Leste,não,2595.59
28,35.74,4,masculino,Oeste,não,2328.4
56,31.64,4,masculino,Leste,sim,4767.68
22,36.78,3,feminino,Sul,não,2865.93
57,28.91,2,masculino,Sul,não,1629.89
33,26.94,0,masculino,Oeste,sim,2872.91
31,21.05,2,feminino,Norte,sim,3628.57
53,31.7,0,feminino,Norte,não,1303.83
56,33.09,2,masculino,Norte,não,1817.79
29,29.75,4,masculino,Sul,sim,3651.62
57,30.8,4,masculino,Leste,sim,4982.32
29,34.43,0,masculino,Leste,não,1421.06
54,31.99,2,masculino,Leste,não,1808.44
36,26.17,0,masculino,Sul,não,676.08
29,34.63,0,masculino,Sul,sim,3505.58
52,24.49,2,feminino,Leste,não,1275.42
34,24.26,0,feminino,Oeste,não,379.83
46,24.89,0,masculino,Sul,não,925.97
27,36.84,2,feminino,Norte,sim,2999.67
55,27.36,1,feminino,Sul,sim,3746.66
26,28.78,1,masculino,Sul,não,1116.55
35,23.07,3,masculino,Oeste,sim,5215.03
62,34.52,1,feminino,Norte,não,1848.6
46,29.88,2,feminino,Sul,sim,3532.7
43,40.23,0,feminino,Sul,sim,3357.92
48,34.05,2,masculino,Norte,sim,3683.78
55,28.46,4,feminino,Leste,sim,5705.07
48,33.64,2,feminino,Leste,sim,4596.24
36,26.15,1,feminino,Sul,sim,3861.94
30,35.67,3,masculino,Leste,sim,4826.03
19,34.39,0,masculino,Norte,sim,3909.88
45,29.62,0,feminino,Norte,não,1164.38
28,32.59,1,masculino,Leste,sim,3881.3
21,25.03,3,feminino,Oeste,não,1289.25
34,23.69,4,feminino,Leste,sim,4762.51
